,name,cate,dist,dire
65,awm_0m_center_0472.wav,Sniper,0m,center
66,awm_0m_center_0474.wav,Sniper,0m,center
67,awm_0m_center_0475.wav,Sniper,0m,center
68,awm_0m_center_0476.wav,Sniper,0m,center
69,awm_0m_center_0477.wav,Sniper,0m,center
70,awm_0m_center_0478.wav,Sniper,0m,center
71,awm_0m_center_0479.wav,Sniper,0m,center
72,awm_0m_center_0481.wav,Sniper,0m,center
73,awm_0m_center_0485.wav,Sniper,0m,center
74,awm_0m_center_0486.wav,Sniper,0m,center
75,awm_0m_center_0487.wav,Sniper,0m,center
76,awm_0m_center_0488.wav,Sniper,0m,center
77,awm_0m_center_0489.wav,Sniper,0m,center
78,awm_0m_center_0490.wav,Sniper,0m,center
79,awm_0m_center_0492.wav,Sniper,0m,center
80,awm_0m_center_0494.wav,Sniper,0m,center
81,awm_0m_center_0495.wav,Sniper,0m,center
82,g36c_0m_center_0515.wav,AR,0m,center
83,g36c_0m_center_0516.wav,AR,0m,center
84,g36c_0m_center_0518.wav,AR,0m,center
85,g36c_0m_center_0521.wav,AR,0m,center
86,gro_0m_center_0522.wav,AR,0m,center
87,gro_0m_center_0523.wav,AR,0m,center
88,gro_0m_center_0525.wav,AR,0m,center
89,gro_0m_center_0526.wav,AR,0m,center
90,gro_0m_center_0527.wav,AR,0m,center
91,gro_0m_center_0529.wav,AR,0m,center
92,gro_0m_center_0530.wav,AR,0m,center
93,gro_0m_center_0531.wav,AR,0m,center
94,gro_0m_center_0532.wav,AR,0m,center
95,gro_0m_center_0534.wav,AR,0m,center
96,gro_0m_center_0535.wav,AR,0m,center
97,gro_0m_center_0537.wav,AR,0m,center
98,gro_0m_center_0538.wav,AR,0m,center
99,k2_0m_center_0539.wav,AR,0m,center
100,k2_0m_center_0541.wav,AR,0m,center
101,k2_0m_center_0542.wav,AR,0m,center
102,k2_0m_center_0543.wav,AR,0m,center
103,k2_0m_center_0546.wav,AR,0m,center
104,k2_0m_center_0547.wav,AR,0m,center
105,k2_0m_center_0548.wav,AR,0m,center
106,k2_0m_center_0550.wav,AR,0m,center
107,k2_0m_center_0551.wav,AR,0m,center
108,kar_0m_center_0552.wav,Sniper,0m,center
109,kar_0m_center_0553.wav,Sniper,0m,center
110,kar_0m_center_0554.wav,Sniper,0m,center
111,m16_0m_center_0556.wav,AR,0m,center
112,m16_0m_center_0557.wav,AR,0m,center
113,m16_0m_center_0559.wav,AR,0m,center
114,m16_0m_center_0562.wav,AR,0m,center
115,m16_0m_center_0563.wav,AR,0m,center
116,m16_0m_center_0564.wav,AR,0m,center
117,m16_0m_center_0566.wav,AR,0m,center
118,m16_0m_center_0567.wav,AR,0m,center
119,m16_0m_center_0568.wav,AR,0m,center
120,m16_0m_center_0569.wav,AR,0m,center
121,m16_0m_center_0571.wav,AR,0m,center
122,m16_0m_center_0572.wav,AR,0m,center
123,m16_0m_center_0575.wav,AR,0m,center
124,m16_0m_center_0576.wav,AR,0m,center
125,m24_0m_center_0579.wav,Sniper,0m,center
126,m24_0m_center_0580.wav,Sniper,0m,center
127,m24_0m_center_0581.wav,Sniper,0m,center
128,m24_0m_center_0582.wav,Sniper,0m,center
129,m24_0m_center_0584.wav,Sniper,0m,center
130,m24_0m_center_0585.wav,Sniper,0m,center
131,m24_0m_center_0587.wav,Sniper,0m,center
132,m4_0m_center_0607.wav,AR,0m,center
133,m4_0m_center_0609.wav,AR,0m,center
134,m4_0m_center_0610.wav,AR,0m,center
135,m4_0m_center_0611.wav,AR,0m,center
136,m4_0m_center_0613.wav,AR,0m,center
137,m4_0m_center_0614.wav,AR,0m,center
138,m4_0m_center_0615.wav,AR,0m,center
139,m4_0m_center_0616.wav,AR,0m,center
140,m4_0m_center_0617.wav,AR,0m,center
141,m4_0m_center_0618.wav,AR,0m,center
142,m4_0m_center_0620.wav,AR,0m,center
143,m4_0m_center_0621.wav,AR,0m,center
144,m4_0m_center_0622.wav,AR,0m,center
145,qbu_0m_center_0713.wav,Sniper,0m,center
146,qbu_0m_center_0715.wav,Sniper,0m,center
147,qbu_0m_center_0717.wav,Sniper,0m,center
148,qbu_0m_center_0718.wav,Sniper,0m,center
149,qbu_0m_center_0719.wav,Sniper,0m,center
150,qbu_0m_center_0720.wav,Sniper,0m,center
151,qbu_0m_center_0721.wav,Sniper,0m,center
152,qbu_0m_center_0722.wav,Sniper,0m,center
153,qbz_0m_center_0724.wav,AR,0m,center
154,qbz_0m_center_0726.wav,AR,0m,center
155,qbz_0m_center_0728.wav,AR,0m,center
156,qbz_0m_center_0729.wav,AR,0m,center
157,qbz_0m_center_0730.wav,AR,0m,center
158,qbz_0m_center_0731.wav,AR,0m,center
159,qbz_0m_center_0732.wav,AR,0m,center
160,qbz_0m_center_0733.wav,AR,0m,center
161,qbz_0m_center_0735.wav,AR,0m,center
162,qbz_0m_center_0737.wav,AR,0m,center
163,qbz_0m_center_0739.wav,AR,0m,center
164,scar_0m_center_0746.wav,AR,0m,center
165,scar_0m_center_0748.wav,AR,0m,center
166,scar_0m_center_0749.wav,AR,0m,center
167,scar_0m_center_0750.wav,AR,0m,center
168,scar_0m_center_0751.wav,AR,0m,center
169,scar_0m_center_0753.wav,AR,0m,center
170,scar_0m_center_0754.wav,AR,0m,center
171,scar_0m_center_0755.wav,AR,0m,center
172,scar_0m_center_0756.wav,AR,0m,center
173,scar_0m_center_0757.wav,AR,0m,center
174,scar_0m_center_0758.wav,AR,0m,center
175,scar_0m_center_0759.wav,AR,0m,center
176,scar_0m_center_0761.wav,AR,0m,center
177,vss_0m_center_0858.wav,Sniper,0m,center
178,vss_0m_center_0860.wav,Sniper,0m,center
179,vss_0m_center_0861.wav,Sniper,0m,center
180,vss_0m_center_0862.wav,Sniper,0m,center
181,vss_0m_center_0863.wav,Sniper,0m,center
182,vss_0m_center_0864.wav,Sniper,0m,center
183,vss_0m_center_0865.wav,Sniper,0m,center
184,vss_0m_center_0866.wav,Sniper,0m,center
185,vss_0m_center_0868.wav,Sniper,0m,center
186,kar_0m_center_1280.wav,Sniper,0m,center
187,kar_0m_center_1281.wav,Sniper,0m,center
188,kar_0m_center_1283.wav,Sniper,0m,center
189,kar_0m_center_1284.wav,Sniper,0m,center
190,kar_0m_center_1288.wav,Sniper,0m,center
191,kar_0m_center_1290.wav,Sniper,0m,center
192,kar_0m_center_1291.wav,Sniper,0m,center
193,kar_0m_center_1292.wav,Sniper,0m,center
194,kar_0m_center_1293.wav,Sniper,0m,center
195,kar_0m_center_1294.wav,Sniper,0m,center
196,kar_0m_center_1295.wav,Sniper,0m,center
197,kar_0m_center_1296.wav,Sniper,0m,center
198,kar_0m_center_1297.wav,Sniper,0m,center
199,vss_0m_center_1718.wav,Sniper,0m,center
200,vss_0m_center_1719.wav,Sniper,0m,center
201,vss_0m_center_1720.wav,Sniper,0m,center
202,vss_0m_center_1721.wav,Sniper,0m,center
203,vss_0m_center_1722.wav,Sniper,0m,center
204,vss_0m_center_1723.wav,Sniper,0m,center
205,vss_0m_center_1724.wav,Sniper,0m,center
206,vss_0m_center_1726.wav,Sniper,0m,center
207,vss_0m_center_1727.wav,Sniper,0m,center
208,vss_0m_center_1728.wav,Sniper,0m,center
209,vss_0m_center_1730.wav,Sniper,0m,center
210,vss_0m_center_1731.wav,Sniper,0m,center
211,vss_0m_center_1732.wav,Sniper,0m,center
212,vss_0m_center_1733.wav,Sniper,0m,center
213,vss_0m_center_1734.wav,Sniper,0m,center
214,vss_0m_center_1736.wav,Sniper,0m,center
215,vss_0m_center_1737.wav,Sniper,0m,center
216,vss_0m_center_1739.wav,Sniper,0m,center
217,vss_0m_center_1740.wav,Sniper,0m,center
218,vss_0m_center_1742.wav,Sniper,0m,center
219,g36c_0m_center_1800.wav,AR,0m,center
220,g36c_0m_center_1801.wav,AR,0m,center
221,g36c_0m_center_1802.wav,AR,0m,center
222,g36c_0m_center_1803.wav,AR,0m,center
223,g36c_0m_center_1805.wav,AR,0m,center
224,g36c_0m_center_1806.wav,AR,0m,center
225,g36c_0m_center_1807.wav,AR,0m,center
226,g36c_0m_center_1808.wav,AR,0m,center
227,g36c_0m_center_1809.wav,AR,0m,center
228,g36c_0m_center_1812.wav,AR,0m,center
229,m24_0m_center_1815.wav,Sniper,0m,center
230,m24_0m_center_1816.wav,Sniper,0m,center
231,m24_0m_center_1818.wav,Sniper,0m,center
232,m24_0m_center_1820.wav,Sniper,0m,center
233,m24_0m_center_1821.wav,Sniper,0m,center
234,m24_0m_center_1823.wav,Sniper,0m,center
235,m24_0m_center_1824.wav,Sniper,0m,center
236,m24_0m_center_1825.wav,Sniper,0m,center
237,m24_0m_center_1826.wav,Sniper,0m,center
238,m24_0m_center_1828.wav,Sniper,0m,center
239,qbu_0m_center_1918.wav,Sniper,0m,center
240,qbu_0m_center_1919.wav,Sniper,0m,center
241,qbu_0m_center_1920.wav,Sniper,0m,center
242,qbu_0m_center_1921.wav,Sniper,0m,center
243,qbu_0m_center_1924.wav,Sniper,0m,center
244,qbu_0m_center_1925.wav,Sniper,0m,center
245,qbu_0m_center_1926.wav,Sniper,0m,center
246,qbu_0m_center_1927.wav,Sniper,0m,center
247,qbu_0m_center_1929.wav,Sniper,0m,center
248,qbu_0m_center_1930.wav,Sniper,0m,center
249,qbu_0m_center_1932.wav,Sniper,0m,center
250,aug_0m_center_2072.wav,AR,0m,center
251,aug_0m_center_2073.wav,AR,0m,center
252,aug_0m_center_2075.wav,AR,0m,center
253,aug_0m_center_2077.wav,AR,0m,center
254,aug_0m_center_2078.wav,AR,0m,center
255,aug_0m_center_2079.wav,AR,0m,center
256,aug_0m_center_2080.wav,AR,0m,center
257,aug_0m_center_2082.wav,AR,0m,center
258,gro_0m_center_2083.wav,AR,0m,center
259,gro_0m_center_2084.wav,AR,0m,center
260,gro_0m_center_2085.wav,AR,0m,center
261,gro_0m_center_2088.wav,AR,0m,center
262,gro_0m_center_2090.wav,AR,0m,center
263,k2_0m_center_2094.wav,AR,0m,center
264,k2_0m_center_2095.wav,AR,0m,center
265,k2_0m_center_2096.wav,AR,0m,center
266,k2_0m_center_2098.wav,AR,0m,center
267,k2_0m_center_2099.wav,AR,0m,center
268,k2_0m_center_2100.wav,AR,0m,center
269,k2_0m_center_2102.wav,AR,0m,center
270,k2_0m_center_2103.wav,AR,0m,center
271,k2_0m_center_2104.wav,AR,0m,center
272,nogun_None_None_2114.wav,nogun,none,none
273,nogun_None_None_2115.wav,nogun,none,none
274,nogun_None_None_2116.wav,nogun,none,none
275,nogun_None_None_2117.wav,nogun,none,none
276,nogun_None_None_2118.wav,nogun,none,none
277,nogun_None_None_2119.wav,nogun,none,none
278,nogun_None_None_2120.wav,nogun,none,none
279,nogun_None_None_2121.wav,nogun,none,none
280,nogun_None_None_2122.wav,nogun,none,none
281,nogun_None_None_2123.wav,nogun,none,none
282,nogun_None_None_2125.wav,nogun,none,none
283,nogun_None_None_2126.wav,nogun,none,none
284,nogun_None_None_2127.wav,nogun,none,none
285,nogun_None_None_2128.wav,nogun,none,none
286,nogun_None_None_2129.wav,nogun,none,none
287,nogun_None_None_2130.wav,nogun,none,none
288,nogun_None_None_2132.wav,nogun,none,none
289,nogun_None_None_2133.wav,nogun,none,none
290,nogun_None_None_2135.wav,nogun,none,none
291,nogun_None_None_2136.wav,nogun,none,none
292,nogun_None_None_2138.wav,nogun,none,none
293,nogun_None_None_2141.wav,nogun,none,none
294,nogun_None_None_2142.wav,nogun,none,none
295,nogun_None_None_2143.wav,nogun,none,none
296,nogun_None_None_2144.wav,nogun,none,none
297,nogun_None_None_2145.wav,nogun,none,none
298,nogun_None_None_2146.wav,nogun,none,none
299,nogun_None_None_2147.wav,nogun,none,none
300,nogun_None_None_2148.wav,nogun,none,none
301,nogun_None_None_2149.wav,nogun,none,none
302,nogun_None_None_2150.wav,nogun,none,none
303,nogun_None_None_2151.wav,nogun,none,none
304,nogun_None_None_2152.wav,nogun,none,none
305,nogun_None_None_2153.wav,nogun,none,none
306,nogun_None_None_2154.wav,nogun,none,none
307,nogun_None_None_2155.wav,nogun,none,none
308,nogun_None_None_2156.wav,nogun,none,none
309,nogun_None_None_2157.wav,nogun,none,none
310,nogun_None_None_2159.wav,nogun,none,none
311,nogun_None_None_2160.wav,nogun,none,none
312,nogun_None_None_2162.wav,nogun,none,none
313,nogun_None_None_2163.wav,nogun,none,none
314,nogun_None_None_2164.wav,nogun,none,none
315,nogun_None_None_2165.wav,nogun,none,none
316,nogun_None_None_2166.wav,nogun,none,none
317,nogun_None_None_2167.wav,nogun,none,none
318,nogun_None_None_2168.wav,nogun,none,none
319,nogun_None_None_2169.wav,nogun,none,none
320,nogun_None_None_2170.wav,nogun,none,none
321,qbz_0m_center_2171.wav,AR,0m,center
322,qbz_0m_center_2172.wav,AR,0m,center
323,qbz_0m_center_2174.wav,AR,0m,center
324,qbz_0m_center_2175.wav,AR,0m,center
325,qbz_0m_center_2176.wav,AR,0m,center
326,qbz_0m_center_2177.wav,AR,0m,center
327,qbz_0m_center_2178.wav,AR,0m,center
328,qbz_0m_center_2179.wav,AR,0m,center
329,qbz_0m_center_2181.wav,AR,0m,center
330,scar_0m_center_2183.wav,AR,0m,center
331,scar_0m_center_2185.wav,AR,0m,center
332,scar_0m_center_2186.wav,AR,0m,center
333,scar_0m_center_2187.wav,AR,0m,center
334,scar_0m_center_2188.wav,AR,0m,center
335,scar_0m_center_2189.wav,AR,0m,center
336,scar_0m_center_2191.wav,AR,0m,center
337,scar_0m_center_2194.wav,AR,0m,center
338,ak_0m_center_0000.wav,AR,0m,center
339,ak_0m_center_0008.wav,AR,0m,center
340,ak_0m_center_0012.wav,AR,0m,center
341,ak_0m_center_0018.wav,AR,0m,center
342,m24_100m_back_0020.wav,Sniper,100m,back
343,m24_100m_back_0021.wav,Sniper,100m,back
344,m24_100m_back_0023.wav,Sniper,100m,back
345,m24_100m_back_0024.wav,Sniper,100m,back
346,m24_100m_back_0025.wav,Sniper,100m,back
347,m24_100m_back_0026.wav,Sniper,100m,back
348,m24_100m_back_0027.wav,Sniper,100m,back
349,m24_100m_back_0028.wav,Sniper,100m,back
350,m24_100m_back_0029.wav,Sniper,100m,back
351,m24_100m_back_0032.wav,Sniper,100m,back
352,m24_100m_back_0033.wav,Sniper,100m,back
353,m24_100m_back_0034.wav,Sniper,100m,back
354,m24_100m_back_0035.wav,Sniper,100m,back
355,m24_100m_front_0036.wav,Sniper,100m,front
356,m24_100m_front_0037.wav,Sniper,100m,front
357,m24_100m_front_0038.wav,Sniper,100m,front
358,m24_100m_front_0039.wav,Sniper,100m,front
359,m24_100m_front_0040.wav,Sniper,100m,front
360,m24_100m_front_0041.wav,Sniper,100m,front
361,m24_100m_front_0042.wav,Sniper,100m,front
362,m24_100m_front_0043.wav,Sniper,100m,front
363,m24_100m_front_0044.wav,Sniper,100m,front
364,m24_100m_front_0045.wav,Sniper,100m,front
365,m24_100m_front_0046.wav,Sniper,100m,front
366,m24_100m_front_0047.wav,Sniper,100m,front
367,m24_100m_front_0048.wav,Sniper,100m,front
368,m24_100m_left_0049.wav,Sniper,100m,left
369,m24_100m_left_0050.wav,Sniper,100m,left
370,m24_100m_left_0051.wav,Sniper,100m,left
371,m24_100m_left_0052.wav,Sniper,100m,left
372,m24_100m_left_0055.wav,Sniper,100m,left
373,m24_100m_left_0056.wav,Sniper,100m,left
374,m24_100m_left_0057.wav,Sniper,100m,left
375,m24_100m_left_0058.wav,Sniper,100m,left
376,m24_100m_left_0059.wav,Sniper,100m,left
377,m24_100m_left_0060.wav,Sniper,100m,left
378,m24_100m_left_0061.wav,Sniper,100m,left
379,m24_100m_left_0062.wav,Sniper,100m,left
380,m24_100m_left_0063.wav,Sniper,100m,left
381,m24_100m_left_0064.wav,Sniper,100m,left
382,m24_100m_right_0066.wav,Sniper,100m,right
383,m24_100m_right_0067.wav,Sniper,100m,right
384,m24_100m_right_0068.wav,Sniper,100m,right
385,m24_100m_right_0069.wav,Sniper,100m,right
386,m24_100m_right_0070.wav,Sniper,100m,right
387,m24_100m_right_0071.wav,Sniper,100m,right
388,m24_100m_right_0072.wav,Sniper,100m,right
389,m24_100m_right_0073.wav,Sniper,100m,right
390,m24_100m_right_0074.wav,Sniper,100m,right
391,m24_100m_right_0075.wav,Sniper,100m,right
392,m24_200m_back_0077.wav,Sniper,200m,back
393,m24_200m_back_0078.wav,Sniper,200m,back
394,m24_200m_back_0079.wav,Sniper,200m,back
395,m24_200m_back_0080.wav,Sniper,200m,back
396,m24_200m_back_0081.wav,Sniper,200m,back
397,m24_200m_back_0082.wav,Sniper,200m,back
398,m24_200m_back_0083.wav,Sniper,200m,back
399,m24_200m_back_0084.wav,Sniper,200m,back
400,m24_200m_back_0085.wav,Sniper,200m,back
401,m24_200m_back_0086.wav,Sniper,200m,back
402,m24_200m_front_0087.wav,Sniper,200m,front
403,m24_200m_front_0088.wav,Sniper,200m,front
404,m24_200m_front_0089.wav,Sniper,200m,front
405,m24_200m_front_0090.wav,Sniper,200m,front
406,m24_200m_front_0091.wav,Sniper,200m,front
407,m24_200m_front_0092.wav,Sniper,200m,front
408,m24_200m_front_0093.wav,Sniper,200m,front
409,m24_200m_front_0094.wav,Sniper,200m,front
410,m24_200m_front_0095.wav,Sniper,200m,front
411,m24_200m_front_0096.wav,Sniper,200m,front
412,m24_200m_front_0097.wav,Sniper,200m,front
413,m24_200m_front_0098.wav,Sniper,200m,front
414,m24_200m_front_0099.wav,Sniper,200m,front
415,m24_200m_front_0100.wav,Sniper,200m,front
416,m24_200m_front_0102.wav,Sniper,200m,front
417,m24_200m_front_0103.wav,Sniper,200m,front
418,m24_200m_front_0104.wav,Sniper,200m,front
419,m24_200m_left_0105.wav,Sniper,200m,left
420,m24_200m_left_0106.wav,Sniper,200m,left
421,m24_200m_left_0109.wav,Sniper,200m,left
422,m24_200m_left_0111.wav,Sniper,200m,left
423,m24_200m_left_0112.wav,Sniper,200m,left
424,m24_200m_left_0113.wav,Sniper,200m,left
425,m24_200m_left_0114.wav,Sniper,200m,left
426,m24_200m_left_0115.wav,Sniper,200m,left
427,m24_200m_right_0117.wav,Sniper,200m,right
428,m24_200m_right_0118.wav,Sniper,200m,right
429,m24_200m_right_0119.wav,Sniper,200m,right
430,m24_200m_right_0120.wav,Sniper,200m,right
431,m24_200m_right_0121.wav,Sniper,200m,right
432,m24_200m_right_0123.wav,Sniper,200m,right
433,m24_200m_right_0124.wav,Sniper,200m,right
434,m24_200m_right_0125.wav,Sniper,200m,right
435,m24_200m_right_0126.wav,Sniper,200m,right
436,m24_200m_right_0127.wav,Sniper,200m,right
437,m24_200m_right_0128.wav,Sniper,200m,right
438,m24_200m_right_0129.wav,Sniper,200m,right
439,m24_200m_right_0130.wav,Sniper,200m,right
440,m24_200m_right_0131.wav,Sniper,200m,right
441,m24_400m_back_0132.wav,Sniper,400m,back
442,m24_400m_back_0133.wav,Sniper,400m,back
443,m24_400m_back_0136.wav,Sniper,400m,back
444,m24_400m_back_0138.wav,Sniper,400m,back
445,m24_400m_back_0139.wav,Sniper,400m,back
446,m24_400m_back_0140.wav,Sniper,400m,back
447,m24_400m_back_0142.wav,Sniper,400m,back
448,m24_400m_back_0143.wav,Sniper,400m,back
449,m24_400m_back_0144.wav,Sniper,400m,back
450,m24_400m_back_0145.wav,Sniper,400m,back
451,m24_400m_back_0146.wav,Sniper,400m,back
452,m24_400m_back_0147.wav,Sniper,400m,back
453,m24_400m_back_0148.wav,Sniper,400m,back
454,m24_400m_back_0149.wav,Sniper,400m,back
455,m24_400m_back_0150.wav,Sniper,400m,back
456,m24_400m_back_0151.wav,Sniper,400m,back
457,m24_400m_front_0152.wav,Sniper,400m,front
458,m24_400m_front_0154.wav,Sniper,400m,front
459,m24_400m_front_0155.wav,Sniper,400m,front
460,m24_400m_front_0156.wav,Sniper,400m,front
461,m24_400m_front_0157.wav,Sniper,400m,front
462,m24_400m_front_0158.wav,Sniper,400m,front
463,m24_400m_front_0159.wav,Sniper,400m,front
464,m24_400m_front_0162.wav,Sniper,400m,front
465,m24_400m_front_0163.wav,Sniper,400m,front
466,m24_400m_front_0164.wav,Sniper,400m,front
467,m24_400m_front_0165.wav,Sniper,400m,front
468,m24_400m_front_0166.wav,Sniper,400m,front
469,m24_400m_front_0167.wav,Sniper,400m,front
470,m24_400m_front_0168.wav,Sniper,400m,front
471,m24_400m_front_0169.wav,Sniper,400m,front
472,m24_400m_front_0170.wav,Sniper,400m,front
473,m24_400m_left_0171.wav,Sniper,400m,left
474,m24_400m_left_0172.wav,Sniper,400m,left
475,m24_400m_left_0173.wav,Sniper,400m,left
476,m24_400m_left_0174.wav,Sniper,400m,left
477,m24_400m_left_0175.wav,Sniper,400m,left
478,m24_400m_left_0176.wav,Sniper,400m,left
479,m24_400m_left_0177.wav,Sniper,400m,left
480,m24_400m_left_0178.wav,Sniper,400m,left
481,m24_400m_left_0179.wav,Sniper,400m,left
482,m24_400m_left_0180.wav,Sniper,400m,left
483,m24_400m_left_0181.wav,Sniper,400m,left
484,m24_400m_left_0182.wav,Sniper,400m,left
485,m24_400m_left_0183.wav,Sniper,400m,left
486,m24_400m_left_0184.wav,Sniper,400m,left
487,m24_400m_left_0185.wav,Sniper,400m,left
488,m24_400m_left_0186.wav,Sniper,400m,left
489,m24_400m_left_0187.wav,Sniper,400m,left
490,m24_400m_left_0188.wav,Sniper,400m,left
491,m24_400m_left_0189.wav,Sniper,400m,left
492,m24_400m_left_0190.wav,Sniper,400m,left
493,m24_400m_left_0191.wav,Sniper,400m,left
494,m24_400m_left_0192.wav,Sniper,400m,left
495,m24_400m_left_0193.wav,Sniper,400m,left
496,m24_400m_left_0194.wav,Sniper,400m,left
497,m24_400m_left_0195.wav,Sniper,400m,left
498,m24_400m_right_0196.wav,Sniper,400m,right
499,m24_400m_right_0197.wav,Sniper,400m,right
500,m24_400m_right_0198.wav,Sniper,400m,right
501,m24_400m_right_0199.wav,Sniper,400m,right
502,m24_400m_right_0200.wav,Sniper,400m,right
503,m24_400m_right_0201.wav,Sniper,400m,right
504,m24_400m_right_0203.wav,Sniper,400m,right
505,m24_400m_right_0204.wav,Sniper,400m,right
506,m24_400m_right_0206.wav,Sniper,400m,right
507,m24_400m_right_0207.wav,Sniper,400m,right
508,m24_400m_right_0208.wav,Sniper,400m,right
509,m24_400m_right_0209.wav,Sniper,400m,right
510,m24_400m_right_0210.wav,Sniper,400m,right
511,m24_400m_right_0211.wav,Sniper,400m,right
512,m24_400m_right_0212.wav,Sniper,400m,right
513,m24_400m_right_0213.wav,Sniper,400m,right
514,m24_400m_right_0214.wav,Sniper,400m,right
515,m24_400m_right_0215.wav,Sniper,400m,right
516,m24_400m_right_0216.wav,Sniper,400m,right
517,m24_400m_right_0217.wav,Sniper,400m,right
518,m24_400m_right_0218.wav,Sniper,400m,right
519,m24_400m_right_0219.wav,Sniper,400m,right
520,m24_50m_back_0220.wav,Sniper,50m,back
521,m24_50m_back_0221.wav,Sniper,50m,back
522,m24_50m_back_0222.wav,Sniper,50m,back
523,m24_50m_back_0223.wav,Sniper,50m,back
524,m24_50m_back_0224.wav,Sniper,50m,back
525,m24_50m_back_0225.wav,Sniper,50m,back
526,m24_50m_back_0226.wav,Sniper,50m,back
527,m24_50m_back_0227.wav,Sniper,50m,back
528,m24_50m_back_0228.wav,Sniper,50m,back
529,m24_50m_back_0229.wav,Sniper,50m,back
530,m24_50m_back_0230.wav,Sniper,50m,back
531,m24_50m_back_0233.wav,Sniper,50m,back
532,m24_50m_front_0235.wav,Sniper,50m,front
533,m24_50m_front_0236.wav,Sniper,50m,front
534,m24_50m_front_0237.wav,Sniper,50m,front
535,m24_50m_front_0238.wav,Sniper,50m,front
536,m24_50m_front_0239.wav,Sniper,50m,front
537,m24_50m_front_0241.wav,Sniper,50m,front
538,m24_50m_front_0242.wav,Sniper,50m,front
539,m24_50m_front_0243.wav,Sniper,50m,front
540,m24_50m_left_0244.wav,Sniper,50m,left
541,m24_50m_left_0245.wav,Sniper,50m,left
542,m24_50m_left_0246.wav,Sniper,50m,left
543,m24_50m_left_0247.wav,Sniper,50m,left
544,m24_50m_left_0248.wav,Sniper,50m,left
545,m24_50m_left_0249.wav,Sniper,50m,left
546,m24_50m_left_0250.wav,Sniper,50m,left
547,m24_50m_left_0252.wav,Sniper,50m,left
548,m24_50m_left_0253.wav,Sniper,50m,left
549,m24_50m_left_0254.wav,Sniper,50m,left
550,m24_50m_left_0255.wav,Sniper,50m,left
551,m24_50m_left_0256.wav,Sniper,50m,left
552,m24_50m_left_0257.wav,Sniper,50m,left
553,m24_50m_left_0258.wav,Sniper,50m,left
